,tweetid,content,polarity,augmented,from_lang
103,783372962971971585,rajar cuando pasar año te dar contar que uno coser cambiar otro se mantener parir dar tranquilidad en lo dias libre,NEU,0,none
104,783221220649172992,ct hola queria preguntarte si el nuevo cafe chiapas ser el mismo shade brown porque ir a hacer degustación pronto,NONE,0,none
105,784013195321061376,jajajajajajaja no ser lo que consumir no lo que los producir saludo jason que disfrutar ese súper viajar,P,0,none
106,783173947051216896,mi mamá adoptar uno gato que dejar bobada al frente de lo casar si alguien necesitar gato me escribir tener,NONE,0,none
107,784856579795513344,ser que uno entrenar ser uno entrenamiento artesanal decir comer ahora todo ser artesanal,N,0,none
108,784796015702441984,ese ser otro bueno ideo aunque lo dinámico de él a su y lo mío ese mismo edad ser muy distinto,P,0,none
109,784254527365013504,lo varar ser que ya tener comer quiz uno edición do examen uno ensayar y el peor ser que mi vacación ya casi acabar,N,0,none
110,785140294119485440,de comic y de humor negro no y estar tiempo ser de youtube si lograr volver ser con uno ideo diferente y cool,NEU,0,none
111,785015004647030784,ah ser hoy mañana durante el día poder llamarme y con mucho gustar a pleno luz del día no en el escribir en barrio mierda,N,0,none
112,780613787376242703,hola odioso me hacer falto,N,0,none
113,779847537574318080,ocupar que dar uno secret pascoe parir que los beliebers comprar los entrar antes y después los que sobrar los poner a lo venta normal,NONE,0,none
114,779562872791851008,me sentir triste y solo,N,0,none
115,781273986554486784,si por aca haber alguno chico o uno chico mayor de que buscar emplear parir temporada navideño en tender que me poner uno decímetro,NONE,0,none
116,781301714188054528,jajaja por cierto hasta ahorita me percatar del username y yo preguntar dónde vivir ser uno imbécil perdón,N,0,none
117,779569425573818369,fijar a ese mae alguno famoso le decir algo entonces por ese se creer lo mas rico y solicitar del puerto ser mi opinión,NEU,0,none
118,780895754730676224,no salir el fin de semana porque hoy tener examen y salir del examen y nadie querer ir por uno torta chileno,N,0,none
119,779921033184903168,ayer lo gente de mi fbi se portar mejor que lo de mi tl de te en relación con el temer de lo himno,NEU,0,none
120,780481040225796097,bienvenido a lo juego mental,P,0,none
121,779685439451992064,querer cambiar de posición el cuartar pero ser tan indeciso que si después no me gustar me ir a sentir mal por uno semana,N,0,none
122,779695637948272640,horrible muy bueno pero devastador,NEU,0,none
123,779693903645593600,no ser ni los sam y aquí estar a mocar tender llorar con uno pelicula con cameron díaz que se le morir lo hijo,N,0,none
124,780014158708215808,todo querer ver los tocar junto en lo final pero asir ser este ahora le tocar a leu q avanzar a lo final visslaisaworldjuniors,N,0,none
125,777721329344655360,mañana si me dormir en lo oficina le contar parir que se sentir culpable buscar el coral y los pantufla bonito noche,NEU,0,none
126,777704983705690112,misión cumplir del fin de semana fastidiar a mario en bromar verdad hola feo,NONE,0,none
127,777676192807649280,ese tabla ser muy revelador,NONE,0,none
128,783043022220951552,que cargar de odiar estar tener se escuchar músico abrazar salir de vez en cuando con lo suyo y vera comer se le quito,N,0,none
129,782363108945920000,gracia pd seguir adelantar con su maravilloso trabajo quizá alguno día uno tributar a soda stereo jeje,P,0,none
130,782096477183148032,en x gimnasio me ir a cobrar comer 330mil colorir en uno año no me matricular y estar hacer los matemático parir el siguiente viajar,NONE,0,none
131,781528328712880128,por curiosidad intentar en banco distinto y en todo declinar pero mi reportar estar en verde y mi score también,NONE,0,none
132,782939496413212672,mi consejo de hoy ser si querer que ese personar tan especial parir ti nunca te olvidar pídele dinero prestar y nunca se el pagar,NEU,0,none
133,782803573864148992,ser lo peor basura del mundo porque justar hoy andrea tener que verme con otro mujer que mal me sentir,N,0,none
134,782579699125932032,me acostar súper tardar ayer parir mi horario normal y ahora no poder seguir dormir porque no aguantar el calor de este hora,N,0,none
135,777267152197918720,si llegar únicamente pedir uno poquito más de tiempo de el normal y lo tel,NONE,0,none
136,781367360418553856,el mejor que poder hacer hoy ser dormir porque estar a punto de llorar no ser mi día en seriar,N,0,none
137,775421246758539266,siempre se aprender algo nuevo,P,0,none
138,775418253942267904,ser normal este odiar con mi hermano ni siquiera me respetar me mandar a lavarme el culo al reír lagarto,N,0,none
139,775331950290542594,por lo mañana hazme saber de tu gran amor porque en ti haber poner mi confianza salmo bueno día a todo,P,0,none
140,775389008545325059,bonito cuando pasar a fumigar,N,0,none
141,776434082154582016,ya estar listar el puente peatonal por mi casaya no tener que dejar de jugarme lo vida cuando ir al auto o al cajero,P,0,none
142,776158675476090880,asi tener que ser yo metro alegrar solo si el barca perder en algo qe influir a madrid cmo lo ligar ayer tuan,P,0,none
143,776807812076703744,que rico que ser dormir,P,0,none
144,776197117253607424,ey ya ahí si no saber decirte generalmente siempre hacer sol temprano se llegar a poner nublar ser comer luego de los pm,NEU,0,none
145,775584603893411840,yo le escribir a lo gente a lo hora que ser porque mi ansiedad no me permitir esperar a uno hora prudente,N,0,none
146,775223394996486144,gab lunes morir estudiar fisiología animal comer ahorita poder sábado o domingo pa qué le ser bueno,N,0,none
147,776589176934281216,mi tenis ser los primero en ser comprar y no haber llegar todo el mundo con tenis nuevo y yo aquí zar,N,0,none
148,776614618269573120,que delicia si estar más cercar fijar le llegar con el tupper pero kilómetro me separar de su pozo,P,0,none
149,778376416530432000,qsflp mi corazón despertar mi paso seguir el que dictar tu voz mi soñar siempre ir ligar a tu amor,P,0,none
150,778291153074401280,este cenizo me tener malo ya andar con alegría y me arder lo ojo no poder usar lente de contactar,N,0,none
151,786728406633156608,mañana tener examen de químico e inglés y aquí estar acostar con el celular conciente de que no se ni que temer me entrar,N,0,none
152,788748085761417216,matar lo historia de tanto en todo lo país latinoamericano uno mierda nuestro seguridad y ese maldito concepto de machar,N,0,none
153,788735032336592896,bueno día hacer uno hora y medio salir de cartago y apenar estar en capotar lo gasolina estar caro y con preso no rendir,N,0,none
154,788164692376256512,o ya el estar hola,NONE,0,none
155,787738825552334849,entrar el positivo estar el hacer de que no tener ese responsabilidad extra que adquirir sí yo quedar electo pero mae yo querer,NEU,0,none
156,787499227681140736,aunque el día no empezar de lo mejor manera quedo en unir decidir que tipo de día se querer vivir,NEU,0,none
157,788950273771253760,independientemente del resultar me quedo claro que tigre ir a en lo próximo fase de lo clic,NONE,0,none
158,788962460552179712,pues que estar hablar y en ese me salir el lado ñoño que este dentro de mi todo mal yo hablar de trastorno de personalidad,N,0,none
159,787489428256141312,ser lo peor del mundo se me olvidar lo fecho de tu cumpleaños sorry felicidad bae,NEU,0,none
160,787659841426722816,me despertar a los de el más tranquilo y relajar me despertar a los y amanecer cansar y enojar,NONE,0,none
161,788596794888491008,mi mamá me maquillar super chivo parir halloween y todo el gravar en snap snap naymavp,P,0,none
162,788552972544258048,mañana se madrugar parir ir a trabajar a lo casi frontero norte si poder me pasar y ir por todo y botonar,NONE,0,none
163,788458345686568960,lo mismo problema que tener del otro lado solo que solo ir uno día a lo oficina y mi vida ser uno ilusión,N,0,none
164,788258714708942852,excelente por mi expectativa y por suponer ir a a estar pendiente parir verla el mas pronto posible gracia,P,0,none
165,789317895352299521,ser de ese que aun cuando lo comer estar listo y tener hambre si no me servir me dar pereza y no comer,NONE,0,none
166,793925945090449408,championsxfox me poder mandar uno saludar desde costa rico ver al sporting y a bryan ruiz porfa,NONE,0,none
167,794310305367158789,castrar ir a cafetero solo o por uno traguito o asir a vez ser lindar darse ese tiempo parir unir,P,0,none
168,793902627809411072,ver que tener uno vecino tan guapo el peor ser que no ser ni cómo se llamar,NEU,0,none
169,794701150356434945,el fin pasar le rogar demasiar a mi papá por uno nike y no me los comprar,N,0,none
170,793835901860229122,mañana haber entregar de trabajar final y yo aquí muy zen desayunar en paz sin tener ni medio página escribir ni los fuente,NEU,0,none
171,793498295951826944,fijar tenia uno amante bandido esperándola alison,N,0,none
172,793575747201798144,imagínate si cuando unir saludar a alguien que estar saludar al de atrás se sentir feo me dar miedo ajeno,N,0,none
173,793476497721823232,monsejimenezp jaja que dichoso pero entonces cual ser lo excusar parir ser tan repugnante,N,0,none
174,793494544780328960,día comer hoy agradecer no tener carro andar con el hígado hinchar por saber ese marchar mejor andar en uber jaja,P,0,none
175,795301082805260288,siempre que ver pasar deprisa a uno ambulancia de soportar avanzar se me hacer uno nudo en lo garganta y me venir malo recuerdo,N,0,none
176,795401908328550400,sí a mí también me gustar mucho pero comer todo esfuerzo social de google el problema ser creerles volumen de usuario,N,0,none
177,795395906682163205,el empezar x en mi twitter solo joder a darius pasatiempo tener mucho uno contar de twitter no me definir uselalogica,N,0,none
178,794931782923730945,hoy ser el concertar de metallica uhh lástima que no ir lo ser triste,NONE,0,none
179,795738550364999680,chema en ese y todo en lo oficina desear que volver a lo oficina y a dirigir lo empresa mejor,P,0,none
180,795747254338547712,cuando no saber que hacer nadar mas agarrar tu celular uno audífono y despejar tu mente,P,0,none
181,795761629648617472,de hoy en ocho no dar los camisa de 11 y yo ni ser si ir a lograr sobrevivir a lo semana de trimestral,N,0,none
182,795661212101017601,llevar más de uno semana lesionar,N,0,none
183,795667710050963456,sos mi jamar gordon favorito,P,0,none
184,795646557655826432,en uno propuestasolicitud de servicio el que deber quedar muy claro ser lo entregarles si este no estar claro haber problema,NONE,0,none
185,795625717404958720,arroyar y cómo mezclar realidad con mundo paralelo y que ser diferente a los demás película de marvel,P,0,none
186,795490783453446145,lo querer aniquilar desgraciar,N,0,none
187,795488824042385408,yo hasta ahora ver el vídeo del pingüino no el poder creer ser normal que estar tan triste díganme que vosotros también llorar,N,0,none
188,790381773544837120,no se poder ver serie a lo vez ser el peor prisonbreak blackmirror,N,0,none
189,790315522558754816,ese momento en que tener que decidir algo ya y no tener uno ideo que ser mejor,N,0,none
190,790324639197196288,ya volver a ese mierda porque no tener a show de huevo ser uno día triste parir el hombre arañar,N,0,none
191,789633490648129537,con el que ir a gastar comprándome algo parir halloween me comprar uno mudar y de pasar lo entrar en mil,N,0,none
192,791738636135964672,acabar de recordar que existir lo quedar navideño y ya casi ser diciembre parir verlos por todo lado,P,0,none
193,791640101751230464,tener que aceptar que me este hundir el consumismo con lo nuevo facebook pro lo gorro hero el gorro karma y el nintendo switch,NEU,0,none
194,791005572690681857,guerrero ir a ser uno gran comunicador,P,0,none
195,789620351042932736,princesa hermoso este crecer muy rápido te amar pequeño de tío,P,0,none
196,789960420610093056,ir a ver armagedon qué cintar rajar mucho gracia a lo personar que me lo recomendar,P,0,none
197,789934663540154368,tener uno levar dudar de que los foto del meet acá en cr los ir a publicar hasta el año que venir,N,0,none
198,789682700491759617,ser uno tejer ese cabrón si en el programar se ver agradable en lo vida real ser el doblar de bueno gente,P,0,none
199,791469610759516160,ser uno anticuar pero cómo me doler ver o escuchar a gente querido hasta el rabo,N,0,none
200,790675497512558592,sospechoso tardar navideño de octubre grinch,N,0,none
201,790449761988046848,ya me quedar sin wifi y qué flojera levantarme a encenderlo de nuevo mi mamá que no me querer,N,0,none
202,791118835038425088,lo de cueropapel y tijera que tener unir vestir desde hacer do semana y le subir el preciar,N,0,none
203,791139931485773826,no me decir ese german que triste jaja nunca haber querer lo gato hasta este jaja,N,0,none
204,791127304739094529,no me decir nadar nuevo tranqui jaja si ver más bolso lindo me lo recomendar también porfa,NEU,0,none
205,791067778752983041,lo típico que nunca haber decir lo palabra picha siempre se lo haber comer,N,0,none
206,790008095069970432,últimamente no twitter porque no tener ideo sobrar qué twittear de ya me tener feo el tec,N,0,none
207,785571705754226688,haber uno grupo de estudiar religioso en el sótano y estar hacer uno billón increíble yo sólo querer ver mi película de puto,N,0,none
208,785566254060797952,ser bonito tener orden en lo vida solamente haber que aprender y acostumbrarse a poner los coser y a los personar en su lugar,P,0,none
209,785649591911714816,parir regalar asir que si alguien estar interesar poder buscarlo tipo md cercar de lo plaza de lo cultura donde soler estar,NONE,0,none
210,785931249915301888,ya poder ver lo info el horario ser de a no tener ideo de que se poder solicitar digital gracia,NONE,0,none
211,785993181456248833,fijar se me perder lo vez pasar lo encontrar en lo lavador fumar rendir semana,NONE,0,none
212,785819071300251648,ser a lo que me querer levantar no a los con el ruido de uno hijueputa licuadora gracia al descerebrado de mi primar,N,0,none
213,786047229492539393,listar mucho gracia nella,NONE,0,none
214,786047159212781568,si coral o zero necesitar influenciar en digital hoy después del pinchazo que me pegar yo poder ser unir,N,0,none
215,786031752594587649,no me haber llegar mi película de cine clásico que pedir asir que ver algo básico comer the surgir el año de lo elección,NONE,0,none
216,786066321008099328,hoy a santi se le rogar el michel llenar de fresco y yo parecia ceniciento por todo el pisar jaja,NONE,0,none
217,786065045713219584,gracia a ti hoy ser muy feliz descansar que soñar bonito te querer uno montón,P,0,none
218,786129263002918912,que feo estar sin celular,N,0,none
219,786055233340313600,tener criterio a favor y otro en contra no el tener tan claro en cuanto al resultar final,NEU,0,none
220,786076428177661952,lo recuerdo más importante y lo mejorar vivir se quedar en el alma más en cualquiera otro coser ser horrible,NEU,0,none
221,785690847715008513,bueno noche chico y chita de mi tl que soñar bonito asir comer con a yo,P,0,none
222,786818931910545408,jaja gracia igual medir,NONE,0,none
223,786788822377910272,gritar ser uno malo personar,N,0,none
224,786782707330134016,cuando salir de examen me ir a meter al gimnasio y ir a tener uno cuerpo lindar y ahí ser cuando ir a ser feliz,P,0,none
225,785658215841181696,new balance poder dejar de ser el patrocinador de lo salir o ser camiseta feo otro vez,N,0,none
226,785811619204964353,bueno día último día laboral me ir a vacación uno semana éxito en su vida y que ser muy feliz,P,0,none
227,785744398705364993,si ir comer gallina mejor quedese calladito tomese su pastillitas y seguir echándole el contar a youtube,N,0,none
228,785391027561439233,centrar bueno no ser tan malo tener mucho elemento de los primero do película ese ser el mejor y le agregar otro nuevo,P,0,none
229,786954063615176704,mi profe de comunicación se parecer a lo profesor bridge yo ser que en el fondo ser malvado y no querer ver quedarnos,N,0,none
230,787046850264076289,que me haber decir tanto vez odioso que a vez creer que si el ser pero aah ser uno amor,NEU,0,none
231,787049955206627328,ahora que trabajar tiempo completar me sentir tan merecedor de lo viernes comer que tener derecho a cantar the curar,P,0,none
232,786963065527033856,los ralentización ser el mas divertir,P,0,none
233,786964419079122944,ya casi me quitar lo frenillo y no querer aun lo sentir feo lo necesitar al menos uno año más,N,0,none
234,786412156711428097,en otro temer y apartar lo vida dar mucho vuelta que curioso comer cambiar alguno coser,NEU,0,none
235,786405475055046656,ey qué injusticia yo no saber guardar porque no los querer arruinar y se me dañar en lo siguiente poner,N,0,none
236,786417329731014657,chiko en todo lo evento me decir mae échame a uno amigo tuyo y nunca le haber cumplir ser uno malo mejor amigo,N,0,none
237,786416898204393473,mañana debut en percusión parir león chino ya poder dejar de ser uno samulnorian frustrar aunque el traer de samulnori ser más lindar,NEU,0,none
238,786464649239752704,por el menos el tenes ahí no me acordar lo último vez que yo ver al miar amar ese canción bmw,NEU,0,none
239,786438206778585088,a mi me operar el lunes los y leer este ser muy poco alentador que seguir mejor,N,0,none
240,786509571934130176,campo júralo que el reconsiderar siempre tener insomnio y lo ansiedad no me dejar dormir tener e mañana,N,0,none
241,786027261325668353,pero yo hablar caca de todo lado ser uno comemierda democrático,N,0,none
242,786237591569825792,ser el mejor esperar con emoción ese disco nuevo y desear tener tiempo parir digerir todo lo discografía antes de morir,P,0,none
243,787153460957421568,el amor no duro parir siempre,N,0,none
244,787153315377184768,de nuevo querer dedicarme solo a ser boomer y pasear perro no saber lo felicidad que me traer,P,0,none
245,787122996225777664,ah entonces a ver 1 stranger things además que ser menos episodio ir a ver si lo empezar ya,NONE,0,none
246,784583239742713860,i told you mi batería ser uno ridículo uno duro minuto ahora necesitar que arreglar este ya,N,0,none
247,784605890418794501,ese ser lo respuesta correcto jaja,P,0,none
248,792219664013074432,estar en mi casar encerrar en el carro con musicar full cuando deber de estar en alguno lado,N,0,none
249,792581420908617728,cr con azúcar jaja yo solo con salir y limón a vez le echar uno poquito de chile,NONE,0,none
250,792559306881142784,perfecto gracia a ver cuánto me tocar pagar este año que ya año haber pagar el mismo,N,0,none
251,792520091204222980,﻿1 vez en año que no tener plan de halloween disfraz nadar solo querer terminar de estudiar rápido y ver el partir,NEU,0,none
252,792530696136904704,windows qué mal me caer parir abrir cualquiera navegador o aplicación ser tan lento torpe e ineficiente que dar pavor,N,0,none
253,792817450555437057,suspirar poner picadillo de coyote con moler y maiz dulce arroz con fríjol y uno bistec asir a el sencillo,NONE,0,none
254,792786886578216960,perdón jaja desde lo semana pasar estar por contarte pero este no poder,NONE,0,none
255,792774890835161092,apoyar a lo network este network tener futuro página hare videos y directo ahi cuando habran,P,0,none
256,792824638409629696,el que extrañar de no vivir con mi tia ser que ya no poder ir a lo playa o de poder con mi primo fan,NONE,0,none
